지역,대학,대학,학과,일반/특별,전형유형,전형명,인원,지원자격,학교장추천,전형방법,1단계배수,교과,면접,2단계배수,교과,면접,국어,수학,영어,탐구,탐구과목수,탐과계산법,과목수,등급합,면접일자
서울,서울대학교,사범대학,생물교육과,일반전형,학생부종합,지역균형전형,5,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",2,"1단계(3배수):교과100,2단계(1배수):교과70+면접30",3,100,,1,70,30,O,O,O,O,2,평균,3,7,2025.11.28(금)
서울,서울대학교,사범대학,지구과학교육과,일반전형,학생부종합,지역균형전형,3,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",2,"1단계(3배수):교과100,2단계(1배수):교과70+면접30",3,100,,1,70,30,O,O,O,O,2,평균,3,7,2025.11.28(금)
서울,서울대학교,사범대학,체육교육과,일반전형,학생부종합,지역균형전형,2,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",2,"1단계(3배수):교과100,2단계(1배수):교과70+면접30",3,100,,1,70,30,O,O,O,O,2,평균,3,7,2025.11.28(금)
서울,서울대학교,생활과학대학,소비자아동소비자학전공,일반전형,학생부종합,지역균형전형,6,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",2,"1단계(3배수):교과100,2단계(1배수):교과70+면접30",3,100,,1,70,30,O,O,O,O,2,평균,3,7,2025.11.28(금)
서울,서울대학교,생활과학대학,소비자아동아동가족학전공,일반전형,학생부종합,지역균형전형,5,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",2,"1단계(3배수):교과100,2단계(1배수):교과70+면접30",3,100,,1,70,30,O,O,O,O,2,평균,3,7,2025.11.28(금)
서울,서울대학교,생활과학대학,식품영양학과,일반전형,학생부종합,지역균형전형,4,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",2,"1단계(3배수):교과100,2단계(1배수):교과70+면접30",3,100,,1,70,30,O,O,O,O,2,평균,3,7,2025.11.28(금)
서울,서울대학교,생활과학대학,의류학과,일반전형,학생부종합,지역균형전형,9,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",2,"1단계(3배수):교과100,2단계(1배수):교과70+면접30",3,100,,1,70,30,O,O,O,O,2,평균,3,7,2025.11.28(금)
서울,서울대학교,수의과대학,수의예과,일반전형,학생부종합,지역균형전형,6,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",2,"1단계(3배수):교과100,2단계(1배수):교과70+면접30",3,100,,1,70,30,O,O,O,O,2,평균,3,7,2025.11.29(토)
서울,서울대학교,약학대학,약학계열,일반전형,학생부종합,지역균형전형,11,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",2,"1단계(3배수):교과100,2단계(1배수):교과70+면접30",3,100,,1,70,30,O,O,O,O,2,평균,3,7,2025.11.28(금)
서울,서울대학교,의과대학,의예과,일반전형,학생부종합,지역균형전형,39,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",2,"1단계(3배수):교과100,2단계(1배수):교과70+면접30",3,100,,1,70,30,O,O,O,O,2,평균,3,7,2025.11.28(금)
서울,서울대학교,첨단융합학부,첨단융합학부,일반전형,학생부종합,지역균형전형,30,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",2,"1단계(3배수):교과100,2단계(1배수):교과70+면접30",3,100,,1,70,30,O,O,O,O,2,평균,3,7,2025.11.28(금)
서울,서울대학교,학부대학,자유전공학부,일반전형,학생부종합,지역균형전형,20,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",2,"1단계(3배수):교과100,2단계(1배수):교과70+면접30",3,100,,1,70,30,O,O,O,O,2,평균,3,7,2025.11.28(금)
서울,서울대학교,인문대학,국어국문학과,일반전형,학생부종합,일반전형,9,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,인문대학,중어중문학과,일반전형,학생부종합,일반전형,9,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,인문대학,영어영문학과,일반전형,학생부종합,일반전형,9,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,인문대학,불어불문학과,일반전형,학생부종합,일반전형,9,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,인문대학,독어독문학과,일반전형,학생부종합,일반전형,9,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,인문대학,노어노문학과,일반전형,학생부종합,일반전형,9,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,인문대학,서어서문학과,일반전형,학생부종합,일반전형,9,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,인문대학,언어학과,일반전형,학생부종합,일반전형,9,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,인문대학,아시아언어문명학부,일반전형,학생부종합,일반전형,9,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,인문대학,역사학부,일반전형,학생부종합,일반전형,9,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,인문대학,고고미술사학과,일반전형,학생부종합,일반전형,9,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,인문대학,철학과,일반전형,학생부종합,일반전형,9,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,인문대학,종교학과,일반전형,학생부종합,일반전형,9,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,인문대학,미학과,일반전형,학생부종합,일반전형,9,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,사회과학대학,정치외교학부,일반전형,학생부종합,일반전형,25,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,사회과학대학,경제학부,일반전형,학생부종합,일반전형,60,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,사회과학대학,사회학과,일반전형,학생부종합,일반전형,10,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,사회과학대학,인류학과,일반전형,학생부종합,일반전형,12,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,사회과학대학,심리학과,일반전형,학생부종합,일반전형,8,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,사회과학대학,지리학과,일반전형,학생부종합,일반전형,9,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,사회과학대학,사회복지학과,일반전형,학생부종합,일반전형,7,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,사회과학대학,언론정보학과,일반전형,학생부종합,일반전형,12,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,자연과학대학,수리과학부,일반전형,학생부종합,일반전형,16,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,자연과학대학,통계학과,일반전형,학생부종합,일반전형,13,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,자연과학대학,물리천문물리학전공,일반전형,학생부종합,일반전형,20,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,자연과학대학,물리천문천문학전공,일반전형,학생부종합,일반전형,6,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,자연과학대학,화학부,일반전형,학생부종합,일반전형,20,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,자연과학대학,생명과학부,일반전형,학생부종합,일반전형,27,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,자연과학대학,지구환경과학부,일반전형,학생부종합,일반전형,19,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,간호대학,간호대학,일반전형,학생부종합,일반전형,27,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,경영대학,경영대학,일반전형,학생부종합,일반전형,47,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,공과대학,건설환경도시공학부,일반전형,학생부종합,일반전형,26,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,공과대학,기계공학부,일반전형,학생부종합,일반전형,54,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,공과대학,재료공학부,일반전형,학생부종합,일반전형,37,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,공과대학,전기정보공학부,일반전형,학생부종합,일반전형,80,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,공과대학,컴퓨터공학부,일반전형,학생부종합,일반전형,36,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,공과대학,화학생물공학부,일반전형,학생부종합,일반전형,41,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,공과대학,건축학과,일반전형,학생부종합,일반전형,25,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,공과대학,산업공학과,일반전형,학생부종합,일반전형,17,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,공과대학,에너지자원공학과,일반전형,학생부종합,일반전형,15,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,공과대학,원자핵공학과,일반전형,학생부종합,일반전형,15,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,공과대학,조선해양공학과,일반전형,학생부종합,일반전형,22,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,공과대학,항공우주공학과,일반전형,학생부종합,일반전형,18,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,농업생명과학대학,농경제사회학부,일반전형,학생부종합,일반전형,15,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
서울,서울대학교,농업생명과학대학,식물생산과학부,일반전형,학생부종합,일반전형,25,"소속 고등학교장의 추천을 받은 2026년 2월 국내 고등학교 졸업예정자(조기졸업예정자 제외)
※ 고등학교별 추천 인원은 2명 이내
※ 학교장추천전형 담당 교사(고등학교별로 1명 지정)가 지원자가 원서 접수한 대행사의 사이트에 로그인하여 지원자 추천",X,"1단계(2배수):교과100,2단계(1배수):면접100",2,100,,1,,100,,,,,,,,,2025.11.21(금)
